app,message_type,frequency_category,confidence,weeks_with_data,occurrence_rate,avg_gap_days,regularity_score,avg_volume,std_volume,min_volume,max_volume,cv_volume,total_occurrences
APP_06,MT320,irregular,0.9800482083695162,6,0.057692307692307696,85.4,0.019951791630483773,1031.8333333333333,292.02363869309545,645,1484,0.283014348596119,6
APP_06,MT338,daily,1.0,104,1.0,7.0,1.0,16108508.875,5161395.967744991,5914073,42634657,0.32041426104655457,104
APP_06,MT350,daily,1.0,104,1.0,7.0,1.0,3195382.298076923,659312.1375959523,422556,4804616,0.20633278778340422,104
APP_06,MT369,weekly,0.4255730420964472,56,0.5384615384615384,12.6,0.4255730420964472,25761.303571428572,9675.399393601358,3283,63082,0.37557879657659016,56
APP_06,MT384,daily,1.0,104,1.0,7.0,1.0,11206436.211538462,2758163.9237244423,2402084,28260907,0.24612319846023475,104
APP_06,MT422,daily,1.0,104,1.0,7.0,1.0,17862355.519230768,4021401.406917738,1605193,45635569,0.22513276049109324,104
APP_06,MT432,daily,1.0,104,1.0,7.0,1.0,173682.5673076923,51736.92729174804,68238,463448,0.2978820965957511,104
APP_06,MT470,daily,1.0,104,1.0,7.0,1.0,3090186.2115384615,977925.4842475383,345199,7781739,0.31646166842504747,104
APP_06,MT505,monthly,0.34807975947973513,26,0.25,28.0,0.34807975947973513,8044.423076923077,4350.343392043693,1645,25539,0.5407899796473238,26
APP_06,MT510,daily,1.0,104,1.0,7.0,1.0,7582046.692307692,2141886.628300881,953717,24337406,0.28249451833024397,104
APP_06,MT529,irregular,0.9910208174750788,22,0.21153846153846154,34.0,0.008979182524921248,6823.272727272727,1985.4766815282826,4249,12810,0.2909859770945842,22
APP_06,MT646,irregular,0.7295894426511105,50,0.4807692307692308,14.428571428571429,0.2704105573488895,37198.32,12933.238015964911,5176,60690,0.3476833904317429,50
APP_06,MT670,irregular,1.0,21,0.20192307692307693,31.5,0.0,5437.428571428572,1772.2626262285535,2061,9291,0.32593763815879023,21
APP_06,MT763,semi_annual,0.5,2,0.019230769230769232,315.0,1.0,863.5,223.5,640,1087,0.2588303416328894,2
APP_06,MT792,daily,1.0,104,1.0,7.0,1.0,3140669.153846154,801338.7338243587,1131884,7477898,0.2551490445413571,104
APP_06,MT801,daily,1.0,104,1.0,7.0,1.0,190570.23076923078,47789.993811311666,18438,440257,0.25077365766105675,104
APP_06,MT814,irregular,0.8425630756466539,22,0.21153846153846154,32.666666666666664,0.1574369243533461,1134.5,695.5183645703005,645,4141,0.6130615818160428,22
APP_06,MT877,daily,0.7503891236469429,99,0.9519230769230769,7.357142857142857,0.7503891236469429,23341.19191919192,7393.584902511215,3383,54950,0.31676124030461184,99
APP_06,MT891,daily,0.7576702140903168,97,0.9326923076923077,7.510416666666667,0.7576702140903168,149202.46391752578,48584.84491827914,25635,351043,0.32563031227912725,97
APP_06,MT926,daily,1.0,104,1.0,7.0,1.0,4894728.211538462,1449207.6525858592,411102,12404363,0.29607520376097834,104
APP_06,MT963,daily,1.0,104,1.0,7.0,1.0,311739.6346153846,70658.95948199375,143424,677081,0.22666017290092336,104
APP_06,MT990,daily,1.0,104,1.0,7.0,1.0,430033.3173076923,126390.7299150797,60745,1273255,0.29390915733314243,104
APP_06,MX1117,daily,0.7731393894068365,98,0.9423076923076923,7.43298969072165,0.7731393894068365,51911.0,17749.18123664944,14539,141660,0.34191561011441585,98
APP_06,MX2133,daily,0.7897293079458116,98,0.9423076923076923,7.360824742268041,0.7897293079458116,69313.13265306123,25418.881567761247,9173,195331,0.3667253317634983,98
APP_06,MX2160,daily,1.0,104,1.0,7.0,1.0,220881.24038461538,70341.43925094325,30539,684746,0.3184581865280154,104
APP_06,MX2235,daily,1.0,104,1.0,7.0,1.0,467825.625,163965.12578818208,84628,1177299,0.3504834216556267,104
APP_06,MX2489,irregular,1.0,24,0.23076923076923078,31.043478260869566,0.0,8115.25,3305.6119485152317,2582,13229,0.4073333475265989,24
APP_06,MX2528,daily,0.8343813387453206,101,0.9711538461538461,7.21,0.8343813387453206,140366.801980198,48044.7979059354,17274,421341,0.34228034854504436,101
APP_06,MX2545,daily,1.0,104,1.0,7.0,1.0,1813834.8076923077,443932.8845059906,234112,3532377,0.24474824423002128,104
APP_06,MX2604,semi_annual,0.18573881519951752,60,0.5769230769230769,12.101694915254237,0.37147763039903503,14329.083333333334,5651.271559839923,2022,45102,0.3943917017143401,60
APP_06,MX2982,daily,1.0,104,1.0,7.0,1.0,239626.97115384616,94037.28351813616,110468,844972,0.3924319665074847,104
APP_06,MX3103,irregular,1.0,13,0.125,56.0,0.0,4620.307692307692,1293.7546066578934,2219,7368,0.2800148156391951,13
APP_06,MX3697,daily,1.0,104,1.0,7.0,1.0,259781.14423076922,55655.90614201527,80723,404559,0.21424151589914828,104
APP_06,MX4295,daily,1.0,104,1.0,7.0,1.0,128874.96153846153,39235.425895366905,41793,308567,0.3044456846154515,104
APP_06,MX4681,daily,1.0,104,1.0,7.0,1.0,428578.5576923077,165086.71900240018,51017,1285546,0.38519593675267816,104
APP_06,MX4770,irregular,0.7913279977354521,48,0.46153846153846156,14.893617021276595,0.20867200226454785,17680.708333333332,7237.126665553387,2161,46219,0.4093233443543252,48
APP_06,MX6310,irregular,0.7119600075436806,28,0.2692307692307692,25.666666666666668,0.2880399924563194,1634.107142857143,673.4933629583736,523,3121,0.4121476158416449,28
APP_06,MX6930,daily,1.0,104,1.0,7.0,1.0,204607.13461538462,62000.93759543196,28328,591458,0.3030243188341393,104
APP_06,MX7252,irregular,0.8516222264987374,26,0.25,26.88,0.14837777350126258,7792.884615384615,2684.727494077494,1712,13019,0.34451010461226883,26
APP_06,MX7396,daily,0.8343813387453206,101,0.9711538461538461,7.21,0.8343813387453206,95679.89108910892,29331.07791914626,17819,168345,0.30655425696324784,101
APP_06,MX7537,daily,1.0,104,1.0,7.0,1.0,478516.5673076923,183130.50505234304,66448,1698010,0.3827046283532076,104
APP_06,MX7939,daily,1.0,104,1.0,7.0,1.0,17830175.105769232,3860912.22161042,2699244,38168154,0.21653809896466814,104
APP_06,MX8177,daily,1.0,104,1.0,7.0,1.0,1362263.7307692308,308910.1859548472,296761,2534614,0.22676239481206373,104
APP_06,MX9085,daily,1.0,104,1.0,7.0,1.0,100177.14423076923,31565.454878412897,21547,357801,0.31509637373669136,104
APP_06,MX9348,monthly,0.3254631218383979,26,0.25,28.0,0.3254631218383979,4902.038461538462,2420.4636313789974,1027,12038,0.4937667564973279,26
APP_06,MX9423,daily,0.7438659037228559,96,0.9230769230769231,7.589473684210526,0.7438659037228559,72970.54166666667,20456.21242073983,14319,116191,0.2803352140948179,96
APP_07,CUSTOM_001,daily,1.0,104,1.0,7.0,1.0,6942259.432692308,1401816.0800270892,2164489,15906689,0.20192504956321472,104
APP_07,CUSTOM_013,daily,1.0,104,1.0,7.0,1.0,3246190.5673076925,950917.194642471,520061,7955984,0.2929332628278621,104
APP_07,CUSTOM_017,daily,1.0,104,1.0,7.0,1.0,920118.9519230769,324596.3984651193,149402,2689364,0.35277655979882044,104
APP_07,CUSTOM_018,daily,1.0,104,1.0,7.0,1.0,4402751.442307692,1033108.4327720529,502802,8100046,0.23465063751828596,104
APP_07,CUSTOM_024,daily,1.0,104,1.0,7.0,1.0,2457133.971153846,719197.9318235945,811196,7430915,0.2926978912288882,104
APP_07,CUSTOM_025,daily,1.0,104,1.0,7.0,1.0,1222082.7692307692,243560.24895160913,224068,1706938,0.1992993069568572,104
APP_07,CUSTOM_027,daily,1.0,104,1.0,7.0,1.0,12101422.990384616,4133708.0386969494,9115609,36877354,0.3415885918524999,104
APP_07,CUSTOM_028,daily,1.0,104,1.0,7.0,1.0,4619978.326923077,1526081.3294328288,2323511,12424218,0.33032218366470234,104
APP_07,CUSTOM_038,daily,1.0,104,1.0,7.0,1.0,1609852.7403846155,473473.8063156998,316529,3950618,0.29411001046131746,104
APP_07,CUSTOM_042,daily,1.0,104,1.0,7.0,1.0,11993365.432692308,2881763.1014394104,1997058,35723737,0.24027977114614635,104
APP_07,CUSTOM_047,daily,1.0,104,1.0,7.0,1.0,11928226.057692308,3184016.854728578,2158284,27059648,0.2669312971877541,104
APP_07,CUSTOM_050,daily,1.0,104,1.0,7.0,1.0,2812610.2884615385,859887.4355695172,841318,6281159,0.3057257662382599,104
APP_07,CUSTOM_051,daily,1.0,104,1.0,7.0,1.0,3535179.0096153845,1142883.8893484839,625611,10724661,0.32328883098704125,104
APP_07,CUSTOM_054,daily,1.0,104,1.0,7.0,1.0,720805.0673076923,291148.19076919946,161335,2367980,0.40392084347669566,104
APP_07,MT106,daily,1.0,104,1.0,7.0,1.0,16833798.903846152,3831042.324947244,4261720,39687994,0.22758037842972778,104
APP_07,MT127,daily,1.0,104,1.0,7.0,1.0,2812578.394230769,812983.5961984344,637196,7913561,0.28905277729006473,104
APP_07,MT132,daily,1.0,104,1.0,7.0,1.0,3711577.673076923,1060693.3628924908,363879,9765998,0.285779648526975,104
APP_07,MT167,daily,1.0,104,1.0,7.0,1.0,4094940.3173076925,1414147.7108691058,1257362,14111163,0.34534024950060027,104
APP_07,MT194,daily,1.0,104,1.0,7.0,1.0,11430832.586538462,2326084.202466105,2303634,27945841,0.2034921065334665,104
APP_07,MT195,daily,1.0,104,1.0,7.0,1.0,19940026.721153848,6120367.588462854,2117980,52302396,0.3069387856922939,104
APP_07,MT263,daily,1.0,104,1.0,7.0,1.0,16253580.586538462,5936463.403616851,1733234,48709814,0.36524034639687625,104
APP_07,MT296,daily,1.0,104,1.0,7.0,1.0,3941659.576923077,1201760.0947536018,443439,11765577,0.3048868303567999,104
APP_07,MT320,daily,1.0,104,1.0,7.0,1.0,811997.0480769231,144914.36918974304,248607,1339633,0.178466620701329,104
APP_07,MT324,daily,1.0,104,1.0,7.0,1.0,1714544.3461538462,463550.69775759504,199812,4741977,0.270363784289077,104
APP_07,MT334,daily,1.0,104,1.0,7.0,1.0,3099710.423076923,866968.8639721206,1053234,8647056,0.27969350217931815,104
APP_07,MT381,daily,1.0,104,1.0,7.0,1.0,4665846.846153846,1494564.2305474207,600188,15529806,0.3203200361750881,104
APP_07,MT432,daily,1.0,104,1.0,7.0,1.0,9233973.153846154,2920312.4994506147,1178938,28208621,0.31625741712647715,104
APP_07,MT473,daily,1.0,104,1.0,7.0,1.0,18554319.298076924,3830303.1166564296,4159494,38624010,0.20643727506906837,104
APP_07,MT489,daily,1.0,104,1.0,7.0,1.0,3661674.5865384615,1142459.1065583182,492457,10915988,0.3120045431558499,104
APP_07,MT510,daily,1.0,104,1.0,7.0,1.0,10916909.951923076,2702227.760596546,4381730,32551167,0.24752679764666677,104
APP_07,MT564,daily,1.0,104,1.0,7.0,1.0,8404418.096153846,1793121.1599677333,878422,11026665,0.21335458796229187,104
APP_07,MT674,daily,1.0,104,1.0,7.0,1.0,8069477.163461538,2098626.2773740143,1167894,17669137,0.2600696717845067,104
APP_07,MT691,daily,1.0,104,1.0,7.0,1.0,13838333.884615384,4344821.706659968,2003888,38732654,0.31397000122177104,104
APP_07,MT704,daily,1.0,104,1.0,7.0,1.0,9570632.5,2238519.831024561,3705787,27318843,0.2338946596292942,104
APP_07,MT758,daily,1.0,104,1.0,7.0,1.0,3187467.673076923,854640.9541035284,504420,8838161,0.26812537153624755,104
APP_07,MT763,daily,1.0,104,1.0,7.0,1.0,18327607.480769232,5045310.923989853,2732922,47089039,0.2752847543949089,104
APP_07,MT818,daily,1.0,104,1.0,7.0,1.0,3122949.980769231,858623.8478945089,884084,7729353,0.2749399936540183,104
APP_07,MT858,daily,1.0,104,1.0,7.0,1.0,16502803.028846154,4734218.272024512,4247583,42121048,0.28687358527816836,104
APP_07,MT886,daily,1.0,104,1.0,7.0,1.0,3148883.528846154,1289322.0589955105,577630,9521987,0.40945371500226846,104
APP_07,MT891,daily,1.0,104,1.0,7.0,1.0,3668836.605769231,894696.7852828089,1716628,9170628,0.24386389513119822,104
APP_07,MT894,daily,1.0,104,1.0,7.0,1.0,15796910.951923076,5820519.699900509,2644819,46486555,0.36845936003658575,104
APP_07,MT928,daily,1.0,104,1.0,7.0,1.0,4523075.115384615,1501379.1342308687,892660,14167583,0.3319376963526728,104
APP_07,MT967,daily,1.0,104,1.0,7.0,1.0,18557914.951923076,5372028.243588418,7505025,49965061,0.2894736966682638,104
APP_07,MT987,daily,1.0,104,1.0,7.0,1.0,17828561.307692308,4370711.780963155,3388973,36589087,0.24515224226631058,104
APP_07,MX1319,daily,1.0,104,1.0,7.0,1.0,14622364.413461538,4001634.611678438,2111218,42375237,0.27366535934465436,104
APP_07,MX1828,daily,1.0,104,1.0,7.0,1.0,12738676.884615384,2988352.601734747,5954492,39007545,0.2345889317079553,104
APP_07,MX2049,daily,1.0,104,1.0,7.0,1.0,2071025.2596153845,551217.7335276031,271678,5701204,0.26615693409262,104
APP_07,MX2104,daily,1.0,104,1.0,7.0,1.0,1708808.7211538462,571430.7331137287,206980,5006476,0.3344029826392032,104
APP_07,MX2163,daily,1.0,104,1.0,7.0,1.0,7108518.528846154,1640999.992608359,2068135,18516184,0.23084978761034813,104
APP_07,MX3266,daily,1.0,104,1.0,7.0,1.0,2303270.75,897841.1741358113,936926,8072459,0.38981139066512754,104
APP_07,MX4295,daily,1.0,104,1.0,7.0,1.0,8424787.038461538,1776511.4412838176,2898542,20429060,0.21086722230170804,104
APP_07,MX4593,daily,1.0,104,1.0,7.0,1.0,10936472.567307692,2129298.353936179,2038648,21005675,0.19469699583952446,104
APP_07,MX4681,daily,1.0,104,1.0,7.0,1.0,16033350.259615384,2975466.777543011,2730727,36170133,0.1855798525800052,104
APP_07,MX4750,daily,1.0,104,1.0,7.0,1.0,17090456.317307692,3325529.8053150587,5924237,36863311,0.19458402652170606,104
APP_07,MX4946,daily,1.0,104,1.0,7.0,1.0,19134059.91346154,4406132.789386021,7220359,44225306,0.23027694118832243,104
APP_07,MX6413,daily,1.0,104,1.0,7.0,1.0,2846339.269230769,413559.14958416,1643549,4618953,0.14529510029067108,104
APP_07,MX7118,daily,1.0,104,1.0,7.0,1.0,2463763.903846154,639902.3906723454,1045124,7674828,0.2597255320095408,104
APP_07,MX7209,daily,1.0,104,1.0,7.0,1.0,20877905.75,7400828.79961655,3809993,61895622,0.3544813779809572,104
APP_07,MX7396,daily,1.0,104,1.0,7.0,1.0,1574752.4134615385,283779.47549453616,371620,2205498,0.180205772709849,104
APP_07,MX7543,daily,1.0,104,1.0,7.0,1.0,19657252.990384616,6025179.144067742,13414229,57448474,0.3065117566027649,104
APP_07,MX7570,daily,1.0,104,1.0,7.0,1.0,10911889.14423077,2337841.814576424,2414461,25886452,0.21424721087937973,104
APP_07,MX7912,daily,1.0,104,1.0,7.0,1.0,11552823.134615384,2807362.7781160697,1997766,23472910,0.24300231600572603,104
APP_07,MX7930,daily,1.0,104,1.0,7.0,1.0,5646978.115384615,1179662.745879323,1080336,13035447,0.20890159688514684,104
APP_07,MX8019,daily,1.0,104,1.0,7.0,1.0,3322859.2115384615,465122.22565026826,2288360,4617091,0.13997650698987027,104
APP_07,MX8062,daily,1.0,104,1.0,7.0,1.0,1534331.2403846155,424901.3692812788,380452,4041144,0.27692936055630823,104
APP_07,MX8123,daily,1.0,104,1.0,7.0,1.0,11983817.76923077,2975515.49027052,1550360,30552286,0.24829445403537004,104
APP_07,MX8668,daily,1.0,104,1.0,7.0,1.0,4775819.730769231,1700265.1648492962,860110,13936624,0.35601535667164685,104
APP_07,MX8744,daily,1.0,104,1.0,7.0,1.0,19058053.153846152,4100118.5159208127,1903011,38722118,0.21513837131330268,104
APP_07,MX8787,daily,1.0,104,1.0,7.0,1.0,13967944.307692308,3569643.232432622,3770137,42632219,0.2555596696119971,104
APP_07,MX9005,daily,1.0,104,1.0,7.0,1.0,2385941.0865384615,688897.843270225,244368,6533089,0.288732126353414,104
APP_07,MX9317,daily,1.0,104,1.0,7.0,1.0,4362538.461538462,1005156.3636584486,880821,11864898,0.2304063041553053,104
APP_07,MX9479,daily,1.0,104,1.0,7.0,1.0,12852071.259615384,3640133.350590412,4271389,32668685,0.28323320631038484,104
APP_07,MX9837,daily,1.0,104,1.0,7.0,1.0,1690012.7211538462,428043.30272137676,283119,3692967,0.2532781542787043,104
APP_08,MT422,daily,1.0,104,1.0,7.0,1.0,239504.66346153847,62500.453530448416,84554,655400,0.26095714641683887,104
APP_08,MT487,daily,1.0,104,1.0,7.0,1.0,172837.96153846153,56011.31284717317,55890,567480,0.32406834903979703,104
APP_08,MT564,irregular,0.8107937658444846,54,0.5192307692307693,13.339622641509434,0.1892062341555154,37416.53703703704,10395.710728224625,16031,67292,0.27783732946569467,54
APP_08,MT833,daily,1.0,104,1.0,7.0,1.0,109430.41346153847,39088.01378265824,9509,364220,0.3571951576002819,104
APP_08,MT926,daily,1.0,104,1.0,7.0,1.0,290857.21153846156,90211.44882416673,48134,754114,0.3101571673158862,104
APP_08,MX4470,irregular,0.779290578087534,11,0.10576923076923077,63.7,0.220709421912466,927.8181818181819,274.3719499915193,349,1330,0.2957173672258193,11
APP_08,MX8350,weekly,0.4881263732467995,66,0.6346153846153846,10.984615384615385,0.4881263732467995,48877.98484848485,18209.40321230367,2218,117946,0.3725481578004977,66
APP_09,CUSTOM_052,daily,1.0,104,1.0,7.0,1.0,229769.01923076922,78257.1699707225,59129,804608,0.34059060804940233,104
APP_09,MT325,daily,1.0,104,1.0,7.0,1.0,6446733.086538462,2045675.5186777927,1428613,17463435,0.31731971701285483,104
APP_09,MT452,daily,1.0,104,1.0,7.0,1.0,5023170.634615385,1195561.1010212225,659419,12691674,0.2380092551072107,104
APP_09,MX2049,daily,0.8107418573823502,100,0.9615384615384616,7.282828282828283,0.8107418573823502,37417.53,13301.915414296544,5568,104217,0.3554995590114191,100
APP_09,MX4119,daily,1.0,104,1.0,7.0,1.0,4945426.259615385,1684328.3985955191,712757,17481449,0.3405830579964026,104
APP_09,MX6107,daily,0.8343813387453206,101,0.9711538461538461,7.21,0.8343813387453206,168821.43564356436,43127.63756627342,32797,297645,0.2554630423670224,101
APP_09,MX8962,daily,1.0,104,1.0,7.0,1.0,9731802.538461538,2573768.6129210894,1726003,25638386,0.2644698762381554,104
APP_09,MX9834,daily,1.0,104,1.0,7.0,1.0,1817865.548076923,433759.20324913523,689038,4245434,0.2386090674901666,104
APP_10,CUSTOM_034,daily,1.0,104,1.0,7.0,1.0,18958916.307692308,5046450.079085071,3922614,55493681,0.26617819273971616,104
APP_10,CUSTOM_036,daily,1.0,104,1.0,7.0,1.0,4467394.144230769,1210561.109627755,1718439,13600698,0.2709770104325995,104
APP_10,CUSTOM_041,daily,1.0,104,1.0,7.0,1.0,3405024.1346153845,741782.4657788969,430743,6108498,0.2178494003134827,104
APP_10,MT167,daily,1.0,104,1.0,7.0,1.0,3699757.480769231,1023591.1157722897,1133012,9271716,0.2766643816771122,104
APP_10,MT324,daily,1.0,104,1.0,7.0,1.0,3296587.355769231,870669.7491590986,883890,8559644,0.264112445749503,104
APP_10,MT444,daily,1.0,104,1.0,7.0,1.0,14588363.653846154,2732135.625489721,2012702,26261624,0.18728184259167452,104
APP_10,MT573,daily,1.0,104,1.0,7.0,1.0,17689557.682692308,4543711.23871196,2981415,49987101,0.256858386185517,104
APP_10,MT777,daily,1.0,104,1.0,7.0,1.0,18679385.25,3242915.9522099462,9499668,45656585,0.173609351100564,104
APP_10,MX1117,daily,1.0,104,1.0,7.0,1.0,3988154.894230769,924179.9427658713,415620,8253607,0.23173120585230583,104
APP_10,MX2403,daily,1.0,104,1.0,7.0,1.0,924357.0096153846,158902.36857903897,428369,1447812,0.17190584041241447,104
APP_10,MX2528,daily,1.0,104,1.0,7.0,1.0,12640733.048076924,4051174.826361784,1261746,35504004,0.32048575117865513,104
APP_10,MX3504,daily,1.0,104,1.0,7.0,1.0,7932333.048076923,1991056.1859805975,2592499,21144957,0.2510051171468777,104
APP_10,MX3705,daily,1.0,104,1.0,7.0,1.0,3909693.3076923075,973921.9353101909,638179,7720429,0.24910443317740627,104
APP_10,MX4608,daily,1.0,104,1.0,7.0,1.0,14817334.509615384,4275997.530936238,1992305,43723787,0.28858075169737335,104
APP_10,MX5342,daily,1.0,104,1.0,7.0,1.0,3210320.5096153845,1239695.121966261,295125,8658044,0.3861593003730284,104
APP_10,MX6107,daily,1.0,104,1.0,7.0,1.0,2341809.778846154,500371.46642703895,196669,4021467,0.21366870654779643,104
APP_10,MX6573,daily,1.0,104,1.0,7.0,1.0,16404333.740384616,4251925.123615006,4304701,46740053,0.25919523407083006,104
APP_10,MX7118,daily,1.0,104,1.0,7.0,1.0,7125097.692307692,1421568.6124826637,2051560,16073471,0.19951566615253566,104
APP_10,MX9837,daily,1.0,104,1.0,7.0,1.0,9622834.653846154,1233216.9097482776,4142041,13968556,0.1281552634031151,104
APP_11,CUSTOM_004,irregular,0.8605989641159683,5,0.04807692307692308,143.5,0.13940103588403174,561.4,265.0830813160282,225,954,0.4721821897328611,5
APP_11,CUSTOM_006,irregular,0.7554656577004076,50,0.4807692307692308,14.428571428571429,0.24453434229959237,41961.82,14521.435760543789,7848,86225,0.3460630582883152,50
APP_11,CUSTOM_011,daily,1.0,104,1.0,7.0,1.0,1245662.9615384615,394716.15278808324,209908,3794750,0.3168723522939041,104
APP_11,CUSTOM_012,daily,1.0,104,1.0,7.0,1.0,11836756.01923077,3708247.8976261825,1486133,33122250,0.3132824476234468,104
APP_11,CUSTOM_015,daily,1.0,104,1.0,7.0,1.0,10012379.586538462,2043717.1922863403,1417015,19225306,0.2041190283111216,104
APP_11,CUSTOM_017,daily,1.0,104,1.0,7.0,1.0,6240993.942307692,1659185.27416611,1704946,16387647,0.2658527294696594,104
APP_11,CUSTOM_019,daily,1.0,104,1.0,7.0,1.0,935757.6442307692,296213.3022943978,115220,2430260,0.3165491664648886,104
APP_11,CUSTOM_025,daily,1.0,104,1.0,7.0,1.0,105925.45192307692,26256.50826603971,33161,230278,0.24787723620105193,104
APP_11,CUSTOM_030,semi_annual,0.1519953068764932,55,0.5288461538461539,13.222222222222221,0.3039906137529864,23415.418181818182,7155.026562915965,596,39175,0.305569027525281,55
APP_11,CUSTOM_037,daily,1.0,104,1.0,7.0,1.0,176362.03846153847,66919.73077126447,31910,608179,0.37944521029030015,104
APP_11,CUSTOM_039,daily,1.0,104,1.0,7.0,1.0,215950.54807692306,91035.0996191621,48812,901695,0.4215553071286245,104
APP_11,CUSTOM_046,semi_annual,0.1927710843373494,3,0.028846153846153848,290.5,0.3855421686746988,1385.3333333333333,222.81432230048011,1076,1592,0.16083805748350347,3
APP_11,CUSTOM_048,monthly,0.3509369839269695,22,0.21153846153846154,32.666666666666664,0.3509369839269695,6389.5,1597.83839067888,4097,9418,0.2500725237778981,22
APP_11,MT189,daily,1.0,104,1.0,7.0,1.0,274582.3846153846,76890.20682194385,28759,661511,0.2800259999549722,104
APP_11,MT303,daily,1.0,104,1.0,7.0,1.0,395208.6346153846,129877.59586056533,111116,1271235,0.32863046119162265,104
APP_11,MT317,daily,1.0,104,1.0,7.0,1.0,499039.1826923077,174785.60232191303,82791,1419744,0.35024424611099225,104
APP_11,MT320,daily,1.0,104,1.0,7.0,1.0,254892.59615384616,55804.27052594687,63420,374032,0.21893248908754082,104
APP_11,MT333,daily,1.0,104,1.0,7.0,1.0,3179509.3365384615,615599.9118884829,675986,4196849,0.1936147520669613,104
APP_11,MT352,daily,1.0,104,1.0,7.0,1.0,476716.16346153844,112065.36767098431,155963,724614,0.23507775959861232,104
APP_11,MT448,daily,1.0,104,1.0,7.0,1.0,353264.10576923075,120150.04692634237,214893,1098208,0.3401139401488761,104
APP_11,MT470,monthly,0.3170651568414451,27,0.25961538461538464,26.923076923076923,0.3170651568414451,2768.4814814814813,1143.1333602369823,511,6458,0.4129098814218053,27
APP_11,MT473,daily,1.0,104,1.0,7.0,1.0,19689256.759615384,3764113.57103043,3970785,48321659,0.19117601121191125,104
APP_11,MT505,semi_annual,0.1551087127803893,48,0.46153846153846156,14.893617021276595,0.3102174255607786,32539.291666666668,9116.716950558312,10610,52602,0.2801756425416445,48
APP_11,MT532,daily,1.0,104,1.0,7.0,1.0,3903558.778846154,1177079.782188588,869799,10706724,0.30154017112982195,104
APP_11,MT573,daily,1.0,104,1.0,7.0,1.0,2005395.8942307692,777962.145867724,402599,6590620,0.38793444631347224,104
APP_11,MT691,daily,1.0,104,1.0,7.0,1.0,5423237.721153846,980535.7899990036,4080256,13048259,0.1808026570869892,104
APP_11,MT704,daily,0.6816777415387378,93,0.8942307692307693,7.836956521739131,0.6816777415387378,105536.32258064517,27529.414302368034,29009,203196,0.260852506788187,93
APP_11,MT718,daily,1.0,104,1.0,7.0,1.0,80601.19230769231,20815.45087238588,38440,193949,0.2582523939959052,104
APP_11,MT814,daily,1.0,104,1.0,7.0,1.0,2778790.1826923075,1054459.1869862336,291995,8484250,0.3794670045813217,104
APP_11,MT833,daily,0.7566730657648851,96,0.9230769230769231,7.515789473684211,0.7566730657648851,177711.42708333334,66541.67194005585,15552,620724,0.3744366529050087,96
APP_11,MT859,daily,0.8336219338384594,100,0.9615384615384616,7.212121212121212,0.8336219338384594,88042.07,29187.65720548842,7782,193146,0.33151943389664074,100
APP_11,MT891,daily,1.0,104,1.0,7.0,1.0,1734672.2692307692,573064.6506926132,495355,4898386,0.33035903141907924,104
APP_11,MT926,daily,1.0,104,1.0,7.0,1.0,464147.23076923075,117350.96612809264,127969,898305,0.25283133960232185,104
APP_11,MT928,daily,1.0,104,1.0,7.0,1.0,407646.6346153846,135623.76041057464,66502,1162998,0.3326993255777419,104
APP_11,MX1053,daily,0.8107418573823502,100,0.9615384615384616,7.282828282828283,0.8107418573823502,193707.93,72323.53936212677,31192,538197,0.3733638543456986,100
APP_11,MX1117,daily,1.0,104,1.0,7.0,1.0,18264364.58653846,5634763.41401237,2285790,51170764,0.30851133020884874,104
APP_11,MX1771,daily,1.0,104,1.0,7.0,1.0,6301777.836538462,1355266.8656522478,1012710,13579617,0.21506103528344783,104
APP_11,MX1960,daily,0.8633859487430069,102,0.9807692307692307,7.138613861386139,0.8633859487430069,130373.8431372549,48051.870793546725,19039,327667,0.3685698728920548,102
APP_11,MX2796,daily,0.7032872467973568,98,0.9423076923076923,7.43298969072165,0.7032872467973568,175223.70408163266,49591.1257873968,28715,296877,0.28301607962980535,98
APP_11,MX2827,daily,1.0,104,1.0,7.0,1.0,1769526.8461538462,448688.1280471516,623071,4898520,0.2535638998766237,104
APP_11,MX4295,daily,1.0,104,1.0,7.0,1.0,74497.78846153847,21877.31352674636,33405,198907,0.29366393256144946,104
APP_11,MX4681,daily,0.7438659037228559,96,0.9230769230769231,7.589473684210526,0.7438659037228559,100104.46875,25690.9554537005,11015,164073,0.2566414444280291,96
APP_11,MX4981,daily,1.0,104,1.0,7.0,1.0,18831405.173076924,5575968.22790365,2206717,46135383,0.29609942416169543,104
APP_11,MX5342,daily,0.7438659037228559,96,0.9230769230769231,7.589473684210526,0.7438659037228559,147745.89583333334,61113.816092646484,33209,392795,0.4136413789902273,96
APP_11,MX6573,irregular,0.7291326004441653,24,0.23076923076923078,28.91304347826087,0.2708673995558347,8538.458333333334,2657.7191502484275,3119,14129,0.31126452182508674,24
APP_11,MX7118,daily,1.0,104,1.0,7.0,1.0,4666288.836538462,1346242.6499083056,1403937,12933203,0.28850392615365256,104
APP_11,MX7126,daily,1.0,104,1.0,7.0,1.0,1954768.0192307692,676884.9589101162,262491,5663329,0.3462738044877983,104
APP_11,MX7570,monthly,0.438931626460624,6,0.057692307692307696,100.8,0.54866453307578,2240.3333333333335,484.75205575175806,1314,2800,0.21637496909020593,6
APP_11,MX7596,daily,1.0,104,1.0,7.0,1.0,880070.9903846154,209158.69231737268,167377,1680411,0.23766115984116754,104
